,device_id,zip,size,trainrow,testrow
48018,615139190422882525,296,16,,34955.0
48019,615595266730823375,12,52,,90239.0
48020,615595266730823375,309,19,,90239.0
48021,616546636494488932,12,41,,107994.0
48022,616546636494488932,155,24,,107994.0
48023,616546636494488932,178,69,,107994.0
48024,616567099895821053,12,7,69900.0,
48025,616747357892568511,12,1,,35044.0
48026,616904342714435676,236,10,27329.0,
48027,617270902233933749,477,6,,108372.0
48028,617968791174636723,12,21,,35306.0
48029,618935653281497879,12,2,50656.0,
48030,618935653281497879,330,5,50656.0,
48031,619063662881636484,12,2,,101373.0
48032,619579144378541802,225,14,,74677.0
48033,619579144378541802,257,2,,74677.0
48034,619769064564822547,12,1,,16974.0
48035,619772092755428859,12,7,,38539.0
48036,619859393740890704,101,40,,
48037,620414556173411958,12,3,29563.0,
48038,620544447677263429,12,1,,9223.0
48039,620615304016028802,12,73,9099.0,
48040,620706686731360073,12,16,50574.0,
48041,621094507109176760,12,11,22611.0,
48042,621108931104630232,12,5,14698.0,
48043,621108931104630232,405,30,14698.0,
48044,621108931104630232,431,6,14698.0,
48045,621281242632391387,506,23,,31870.0
48046,621384841185046441,12,16,61482.0,
48047,621929487363638434,12,31,51292.0,
48048,621929487363638434,53,7,51292.0,
48049,622766295241578967,12,2,67513.0,
48050,623528851089358978,178,43,25459.0,
48051,623632866819639342,12,2,,37012.0
48052,623812442969037825,12,7,,105879.0
48053,623955343315703730,12,48,,108764.0
48054,624231665665656687,12,1,,75361.0
48055,624627659193571212,12,56,45016.0,
48056,624691498424438296,12,5,61600.0,
48057,624691498424438296,354,121,61600.0,
48058,625164286551776757,12,1,,55072.0
48059,625585581950619964,12,2,,61700.0
48060,625585581950619964,334,35,,61700.0
48061,625801093346652290,12,5,,25573.0
48062,625801093346652290,297,2,,25573.0
48063,625889914808226512,12,1,25061.0,
48064,625960485135832624,12,61,69242.0,
48065,626071240346317401,12,3,13491.0,
48066,626071240346317401,315,55,13491.0,
48067,626071240346317401,355,256,13491.0,
48068,626193856392835717,12,7,,108526.0
48069,626246419356067670,208,16,22602.0,
48070,626275369024818879,12,1,,30817.0
48071,626792724044591996,12,19,,5436.0
48072,627701033915506444,12,1,49359.0,
48073,627753583917203378,12,3,,78635.0
48074,628386590754785339,567,5,,96164.0
48075,628707548637216489,12,4,5828.0,
48076,628707548637216489,314,258,5828.0,
48077,628929039085684067,81,8,,9321.0
48078,629126742338365719,351,5,51521.0,
48079,629214798998988936,376,14,8503.0,
48080,629459403859293364,12,55,,107983.0
48081,629463167346050078,12,9,61527.0,
48082,629463167346050078,421,183,61527.0,
48083,630027172387130583,297,49,,49310.0
48084,630246848335853081,374,6,31850.0,
48085,630246848335853081,375,4,31850.0,
48086,631164675900989830,12,4,,35695.0
48087,631164675900989830,104,21,,35695.0
48088,631171190770141775,12,89,,105714.0
48089,631282915759035344,12,4,,
48090,631311411339571939,12,1,,81683.0
48091,631311411339571939,256,1,,81683.0
48092,631311411339571939,257,1,,81683.0
48093,631738266581757415,12,3,7156.0,
48094,631738266581757415,126,34,7156.0,
48095,632387012081974556,12,6,,101859.0
48096,632387012081974556,194,21,,101859.0
48097,632690970526694821,12,50,,61497.0
48098,633350440544197436,12,5,44720.0,
48099,633407123578279517,12,5,43660.0,
48100,633939465764893961,12,5,39662.0,
48101,634768655998942266,12,1,,67923.0
48102,635053868561314388,476,487,,109239.0
48103,635131441080671967,11,63,45548.0,
48104,635131441080671967,12,2,45548.0,
48105,635131441080671967,236,23,45548.0,
48106,635131441080671967,257,4,45548.0,
48107,635865081828496069,12,11,,101052.0
48108,635865081828496069,81,22,,101052.0
48109,635917418244092547,12,50,,85278.0
48110,635917418244092547,295,25,,85278.0
48111,635917418244092547,296,9,,85278.0
48112,635981810413663120,12,11,,108993.0
48113,636256371541910974,12,1,,
48114,636485561011479960,12,2,47265.0,
48115,636769861675386731,12,2,,
48116,636960401289772473,12,9,54740.0,
48117,636960401289772473,273,19,54740.0,
48118,637726122459520138,12,31,49501.0,
48119,637726122459520138,267,15,49501.0,
48120,637967074351868446,81,2,,4632.0
48121,637967074351868446,102,261,,4632.0
48122,639938294215032900,12,2,55733.0,
48123,640413709930350425,12,3,,17176.0
48124,640832220439720508,12,10,,89062.0
48125,640832220439720508,60,3,,89062.0
48126,640842467120303132,12,4,,86104.0
48127,640842467120303132,80,25,,86104.0
48128,640925106453521890,12,1,,91787.0
48129,641003734934977441,12,102,36887.0,
48130,641003734934977441,44,27,36887.0,
48131,641105234900958810,81,4,,102952.0
48132,641124703784043763,12,1,47887.0,
48133,641278996203935230,15,36,29930.0,
48134,641330784972133806,12,9,7731.0,
48135,641706037291966001,512,7,,7268.0
48136,641777033481309856,12,47,,86696.0
48137,641808299581284638,12,6,,37696.0
48138,642265602002423266,476,7,,30682.0
48139,642445198907519250,12,9,14738.0,
48140,642653194845827945,12,1,,88052.0
48141,643222416569449601,236,4,48522.0,
48142,643223439995948543,12,4,18232.0,
48143,643223439995948543,15,2,18232.0,
48144,643231929498108987,12,38,,14250.0
48145,643419909320304852,217,6,,72304.0
48146,643419909320304852,337,25,,72304.0
48147,643868528950217786,12,57,,97075.0
48148,643868528950217786,101,22,,97075.0
48149,644139050743647696,12,62,,
48150,644139419172207212,13,6,64120.0,
48151,644179434281639712,12,1,,31057.0
48152,644283739471714302,12,8,,35362.0
48153,644690808949132408,129,11,38271.0,
48154,644710859788808885,12,2,60718.0,
48155,644733621744607938,12,4,56641.0,
48156,644769360145866579,12,11,,18486.0
48157,644795538685198911,12,1,,36896.0
48158,646188545474649862,12,6,,48623.0
48159,646405672181553056,12,4,57288.0,
48160,647297602153600212,12,122,,108417.0
48161,647297602153600212,273,124,,108417.0
48162,648071990939759793,12,2,,
48163,648381530728659656,12,35,,29307.0
48164,648693757404620364,12,4,,91794.0
48165,648693757404620364,404,4,,91794.0
48166,648740559619029198,12,21,64005.0,
48167,648784561247328888,12,11,,90437.0
48168,648922894759827159,12,2,,89173.0
48169,649994868937856079,12,21,4607.0,
48170,649994868937856079,531,22,4607.0,
48171,650224968887430356,12,3,,106738.0
48172,650891191907367303,12,45,,98200.0
48173,651319816258394344,12,24,56208.0,
48174,651373914953255441,375,3,34072.0,
48175,651373914953255441,401,1,34072.0,
48176,652651702920454541,12,2,,100119.0
48177,652651702920454541,479,35,,100119.0
48178,652780185899118488,12,13,,33891.0
48179,652867567495012328,141,6,,66833.0
48180,653123900699169496,12,6,,60633.0
48181,653123900699169496,355,11,,60633.0
48182,653260956583693582,12,11,7137.0,
48183,653260956583693582,351,38,7137.0,
48184,653288039433792361,12,17,25339.0,
48185,653288039433792361,265,110,25339.0,
48186,653603672895295472,12,11,,104530.0
48187,653643854157662128,12,25,22669.0,
48188,653924070008541758,12,2,42383.0,
48189,653924070008541758,257,30,42383.0,
48190,654699430045712435,12,1,,
48191,655081351125474400,12,1,16929.0,
48192,655081351125474400,531,221,16929.0,
48193,655225203004969183,12,1,43592.0,
48194,655439206224697451,12,5,,21500.0
48195,655439206224697451,298,11,,21500.0
48196,655439206224697451,363,1,,21500.0
48197,656236815094512043,12,11,,67230.0
48198,656236815094512043,173,413,,67230.0
48199,656754629332568624,12,2,,
48200,656885589471410038,12,2,55089.0,
48201,656885589471410038,150,81,55089.0,
48202,657702030351911399,12,52,,3537.0
48203,657702030351911399,476,5,,3537.0
48204,657702030351911399,504,15,,3537.0
48205,657853056179090826,377,27,,106447.0
48206,658137087236493799,12,8,,10472.0
48207,658337724743399392,12,4,42935.0,
48208,658907710924419419,12,8,,104997.0
48209,658959760532420584,12,1,,6675.0
48210,659002365716147205,12,57,,106441.0
48211,659195857714124689,12,2,10671.0,
48212,659945174342899019,12,3,,47051.0
48213,660230094514828873,415,26,,59591.0
48214,660543727081434676,78,10,46540.0,
48215,660638555581381766,531,772,,72885.0
48216,660897975883029410,12,25,40159.0,
48217,660897975883029410,257,34,40159.0,
48218,661277623041826311,12,1,6747.0,
48219,661425360120303138,12,1,,77144.0
48220,661652337144803145,12,1,13534.0,
48221,662036058957949515,12,3,,49748.0
48222,662215349488628362,12,2,,91941.0
48223,662215349488628362,15,4,,91941.0
48224,662404136108709029,202,30,68339.0,
48225,662437059797835456,12,13,,59342.0
48226,662813123743183597,12,9,,
48227,662813123743183597,298,43,,
48228,663552999195056756,12,2,55368.0,
48229,663552999195056756,405,6,55368.0,
48230,664141870265878385,12,3,,90350.0
48231,664383971887991507,12,14,48905.0,
48232,664529872749806410,12,1,7478.0,
48233,664529872749806410,257,3,7478.0,
48234,664925007106531255,257,62,,26156.0
48235,664925007106531255,405,158,,26156.0
48236,665218136087535436,12,19,,62036.0
48237,665389309737432046,81,6,,73132.0
48238,665423526325332156,12,92,,102757.0
48239,665587281765658906,12,3,,82582.0
48240,666633409377382672,363,18,22278.0,
48241,666899869883871830,195,500,,26031.0
48242,666899869883871830,216,476,,26031.0
48243,667071715174658759,346,24,6810.0,
48244,667252760471995691,12,16,27541.0,
48245,667603659911132363,12,27,,97906.0
48246,667728646684863914,12,1,,67573.0
48247,667790230272611345,298,1,5000.0,
48248,667790230272611345,317,5,5000.0,
48249,668018542720113008,12,6,,
48250,668501813786440114,12,5,57638.0,
48251,668564400074382844,12,7,,
48252,668849646159267555,476,24,30593.0,
48253,669197668873205674,12,6,18671.0,
48254,669311583839061960,12,16,48201.0,
48255,671112416867106272,12,28,,42741.0
48256,671592997678269202,12,168,41959.0,
48257,672257547712051641,295,10,,52001.0
48258,672257547712051641,296,3,,52001.0
48259,672257547712051641,297,139,,52001.0
48260,672257547712051641,374,74,,52001.0
48261,672514761683559549,451,3,,44353.0
48262,672518476117817380,12,11,14961.0,
48263,672518476117817380,476,21,14961.0,
48264,672518476117817380,504,2,14961.0,
48265,672713680105209377,12,4,68954.0,
48266,672713680105209377,274,298,68954.0,
48267,672950454077875538,12,1,46651.0,
48268,673192555052209300,12,7,30824.0,
48269,673361930721512102,12,8,,21795.0
48270,673910376105977023,430,50,47279.0,
48271,674078552282213828,12,3,,42978.0
48272,674518474978881594,12,56,72588.0,
48273,674518474978881594,188,12,72588.0,
48274,674550505178866532,12,3,,94040.0
48275,674550505178866532,256,37,,94040.0
48276,674683663175878054,12,2,,106535.0
48277,674683663175878054,251,27,,106535.0
48278,674797336825361094,12,17,5160.0,
48279,675022767988900589,219,5,,35625.0
48280,675474486171405636,12,97,57353.0,
48281,675474486171405636,295,5,57353.0,
48282,675474486171405636,298,4,57353.0,
48283,675667570936364200,12,2,73068.0,
48284,675667570936364200,266,9,73068.0,
48285,676267221887826070,12,5,,48180.0
48286,676267221887826070,273,3,,48180.0
48287,676662317731544579,12,15,33479.0,
48288,676987991220238359,12,13,,95532.0
48289,677151128087204771,12,213,,65502.0
48290,677218478593507437,80,20,,68777.0
48291,677310006090653014,12,33,,
48292,677740395350135283,12,13,39645.0,
48293,678015047874834725,12,72,37876.0,
48294,678015047874834725,236,5,37876.0,
48295,678015047874834725,258,18,37876.0,
48296,678347393549121831,12,5,65769.0,
48297,678516074668754129,12,1,,48451.0
48298,678895764312250223,12,44,22057.0,
48299,678895764312250223,256,4,22057.0,
48300,678895764312250223,257,11,22057.0,
48301,679074534956815218,12,14,,59929.0
48302,679139122991020338,12,2,,80718.0
48303,680783773385476238,15,5,9431.0,
48304,680783773385476238,506,1,9431.0,
48305,681491862132243538,12,2,,99312.0
48306,681943622376065202,12,12,,
48307,682086468111771271,12,3,,85209.0
48308,682417576367211205,12,7,,
48309,682537499307863868,12,5,36347.0,
48310,682537499307863868,80,29,36347.0,
48311,682537499307863868,101,196,36347.0,
48312,682539647974264226,12,64,,90392.0
48313,682539647974264226,80,157,,90392.0
48314,682539647974264226,101,11,,90392.0
48315,682896590437204318,12,120,,
48316,683101646040146682,12,25,,44200.0
48317,683101646040146682,476,72,,44200.0
48318,683163627251332484,251,8,9573.0,
48319,683545261051233185,12,1,,53703.0
48320,683647701136933224,12,55,,96144.0
48321,683900685621007866,12,6,,2220.0
48322,684070865988962750,12,1,,90169.0
48323,684410733676541531,12,14,,71123.0
48324,684578736005279772,12,1,,
48325,684705928089817397,12,149,,104526.0
48326,684705928089817397,477,4,,104526.0
48327,684705928089817397,478,5,,104526.0
48328,684705928089817397,507,1,,104526.0
48329,685099621810687109,12,15,,15380.0
48330,685099621810687109,403,312,,15380.0
48331,685285956682128874,12,1,,107004.0
48332,685285956682128874,63,25,,107004.0
48333,685611751251406682,12,133,,76582.0
48334,685780363676598349,12,12,,30274.0
48335,685780363676598349,476,79,,30274.0
48336,685780363676598349,504,13,,30274.0
48337,686099047396802137,12,58,53615.0,
48338,686193243445452515,12,1,3499.0,
48339,686193243445452515,476,76,3499.0,
48340,686193243445452515,504,2,3499.0,
48341,686578226798432778,12,1,5500.0,
48342,686578226798432778,124,30,5500.0,
48343,686872589833546835,12,33,,
48344,687304825097362618,149,35,,72803.0
48345,687419054041399224,12,2,,21860.0
48346,687419054041399224,267,25,,21860.0
48347,687433407384080735,12,8,38988.0,
48348,687644766101503882,12,98,37898.0,
48349,687644766101503882,644,39,37898.0,
48350,688041332569025274,12,1,6774.0,
48351,688116500258862344,296,167,,84666.0
48352,688229010125492520,12,2,,86733.0
48353,688325559013536447,12,11,,103508.0
48354,688446349087723039,12,15,8882.0,
48355,688446349087723039,372,5,8882.0,
48356,689163208338348043,12,2,18959.0,
48357,689254505555871536,12,3,,47513.0
48358,689316164470455446,170,80,,77226.0
48359,689453572417809232,309,5,64249.0,
48360,689707694284682406,12,4,,57243.0
48361,689942788065998208,12,24,,70703.0
48362,690042582828641826,12,5,,53938.0
48363,690061293890508137,12,109,46053.0,
48364,690061293890508137,351,9,46053.0,
48365,690604673307480464,196,10,27336.0,
48366,690604673307480464,197,77,27336.0,
48367,690604673307480464,216,21,27336.0,
48368,690604673307480464,257,1,27336.0,
48369,690807676945910524,274,92,26198.0,
48370,691391336652716867,81,17,5645.0,
48371,691634543855671738,12,9,70294.0,
48372,691634543855671738,59,44,70294.0,
48373,691644018842082089,12,77,,90153.0
48374,691901908884830906,12,35,46341.0,
48375,691901908884830906,129,28,46341.0,
48376,692701950392120644,257,8,,19207.0
48377,693364068929896292,12,2,,28644.0
48378,693725567363519072,12,87,20262.0,
48379,693931276884471389,369,28,,71756.0
48380,694504717997384348,12,1,,
48381,694634718316976109,12,71,,71984.0
48382,694971500292124341,12,42,,90313.0
48383,695196988348077628,139,6,63338.0,
48384,695808974400544982,12,4,,64427.0
48385,695808974400544982,101,595,,64427.0
48386,695869858478647644,12,22,35370.0,
48387,695970457970990807,12,1,,24872.0
48388,695970457970990807,312,244,,24872.0
48389,696703728314359054,80,4,2550.0,
48390,696703728314359054,100,4,2550.0,
48391,696703728314359054,101,4,2550.0,
48392,696716022365624113,12,41,,59791.0
48393,696716022365624113,471,36,,59791.0
48394,697271465410437073,12,8,10801.0,
48395,697451858711093524,12,14,,52494.0
48396,697451858711093524,139,67,,52494.0
48397,697473648190963239,12,1,,51042.0
48398,697473648190963239,402,13,,51042.0
48399,697853201468660238,12,16,49172.0,
48400,697853201468660238,80,5,49172.0,
48401,698339376039563451,451,35,39122.0,
48402,698432066424702823,12,5,,75168.0
48403,698432066424702823,451,3,,75168.0
48404,698432066424702823,477,11,,75168.0
48405,698573450809996838,12,10,,53957.0
48406,698573450809996838,432,42,,53957.0
48407,698763139128612348,12,1,22368.0,
48408,698881834171455878,12,7,17132.0,
48409,698929021251691685,12,1,56726.0,
48410,699314677675387357,12,2,39614.0,
48411,699314677675387357,400,1,39614.0,
48412,700370698049474601,12,6,,59818.0
48413,700723270127365637,12,13,,30583.0
48414,701537120755386094,12,4,44837.0,
48415,701537120755386094,129,20,44837.0,
48416,701827337491877958,12,1,71920.0,
48417,702061253999827992,12,25,,7571.0
48418,702229181592874673,12,22,63394.0,
48419,702229181592874673,51,123,63394.0,
48420,702229181592874673,53,3,63394.0,
48421,702291753885122563,12,26,,80832.0
48422,702360868960435145,12,17,68103.0,
48423,702994609836655120,12,9,,56781.0
48424,703026628984458529,12,33,26869.0,
48425,703026628984458529,267,6,26869.0,
48426,703057908281841862,12,4,,47082.0
48427,703057908281841862,128,17,,47082.0
48428,703217968539895368,12,17,,14132.0
48429,703353282143035731,12,176,,98787.0
48430,703353282143035731,593,43,,98787.0
48431,703450012686698054,12,1,,
48432,704103377835116586,12,2,,55934.0
48433,704435784515017953,12,7,,87917.0
48434,704466426197752826,12,3,,41623.0
48435,704466426197752826,294,46,,41623.0
48436,704494475250334909,295,1,74090.0,
48437,704802303817395537,12,5,26538.0,
48438,705041733349333016,547,7,,102475.0
48439,705251024346388288,12,24,11768.0,
48440,705251024346388288,316,115,11768.0,
48441,706012291710139426,12,1,,71117.0
48442,706012291710139426,257,6,,71117.0
48443,706012291710139426,404,39,,71117.0
48444,706012291710139426,405,86,,71117.0
48445,706314013145076324,12,4,17283.0,
48446,706314013145076324,101,1,17283.0,
48447,706458264853141475,267,2,,97368.0
48448,706516933914288954,13,5,,18066.0
48449,706516933914288954,15,5,,18066.0
48450,706659152373228672,12,62,9090.0,
48451,706671417844655135,12,1,,69527.0
48452,706847949713744897,12,61,42619.0,
48453,706847949713744897,267,8,42619.0,
48454,706847949713744897,290,3,42619.0,
48455,706847949713744897,449,4,42619.0,
48456,706847949713744897,475,8,42619.0,
48457,706847949713744897,476,19,42619.0,
48458,707520598197220619,12,1,,77848.0
48459,707891299937546285,12,3,,60552.0
48460,707891299937546285,558,59,,60552.0
48461,707967401334689301,15,5,26543.0,
48462,709059295676192458,12,2,,48227.0
48463,709059295676192458,351,9,,48227.0
48464,709247865516551294,12,1,,44875.0
48465,709251620717538880,12,15,66885.0,
48466,709251620717538880,113,14,66885.0,
48467,709251620717538880,138,54,66885.0,
48468,709572358244962290,12,4,,86482.0
48469,709572358244962290,129,42,,86482.0
48470,709644115992934314,12,6,64026.0,
48471,709644115992934314,250,15,64026.0,
48472,709644115992934314,257,9,64026.0,
48473,709693879637861998,12,1,,85573.0
48474,709825084774496515,315,412,,23463.0
48475,709825084774496515,316,50,,23463.0
48476,709825084774496515,317,64,,23463.0
48477,710594034333005247,12,6,,38094.0
48478,711482907191497023,12,84,,81102.0
48479,711482907191497023,425,5,,81102.0
48480,712386015824776771,12,55,,
48481,712826769514868181,352,12,,100903.0
48482,713282382056624692,12,59,18495.0,
48483,713282382056624692,497,30,18495.0,
48484,713487312958229245,12,7,,99863.0
48485,714151981944673113,12,7,,110165.0
48486,714295115535962453,430,60,47513.0,
48487,714552539873397035,12,12,44546.0,
48488,714565854187152521,12,6,,15378.0
48489,714846985621209928,269,67,31853.0,
48490,715163282354777286,12,35,,19970.0
48491,715426691810657460,256,26,62856.0,
48492,715519398765611507,221,1,38338.0,
48493,716059224523224707,12,18,,73154.0
48494,716059224523224707,297,39,,73154.0
48495,716345328249344030,12,30,64661.0,
48496,716475969387537601,12,1,,82926.0
48497,717240999433046284,12,6,,41023.0
48498,717339397301548290,12,1,,46346.0
48499,717339397301548290,267,10,,46346.0
48500,718340496655209535,12,8,23393.0,
48501,718340496655209535,80,20,23393.0,
48502,718723266119018918,12,1,,25907.0
48503,718756074102774819,331,9,,106047.0
48504,718920408663594432,12,77,,105538.0
48505,719740747447246421,12,23,,23065.0
48506,719947998658167551,12,4,,13021.0
48507,720446087633956368,12,79,60892.0,
48508,720796119524218114,12,21,,17032.0
48509,720796119524218114,347,5,,17032.0
48510,721195886857027885,12,14,,94966.0
48511,721195886857027885,476,19,,94966.0
48512,721205077544013692,12,17,,104040.0
48513,721205077544013692,219,5,,104040.0
48514,721214927160156703,12,579,,70372.0
48515,721645457384632044,12,3,,67920.0
48516,721645457384632044,155,2,,67920.0
48517,721645457384632044,178,9,,67920.0
48518,722167712933466477,12,1,,103741.0
48519,722167712933466477,139,5,,103741.0
48520,722167712933466477,140,1,,103741.0
48521,722488695661867927,12,7,,29939.0
48522,722574375320450514,12,16,36218.0,
48523,722632277452380006,12,5,61843.0,
48524,722984134671591446,12,13,66490.0,
48525,722984134671591446,357,9,66490.0,
48526,723360143769496858,12,51,37214.0,
48527,723360143769496858,236,93,37214.0,
48528,723674311569203067,12,120,71879.0,
48529,724121265805968075,315,5,,30123.0
48530,724193437139547867,12,2,72169.0,
48531,724193437139547867,401,1,72169.0,
48532,724292652064007072,12,3,,34016.0
48533,724292652064007072,297,4,,34016.0
48534,724380957062327778,12,3,64324.0,
48535,724380957062327778,128,253,64324.0,
48536,724798393599123658,233,1,39912.0,
48537,724798393599123658,257,53,39912.0,
48538,725834973829395587,12,4,24366.0,
48539,725834973829395587,236,33,24366.0,
48540,726188279913800510,12,10,,
48541,726481368393065885,12,46,,35581.0
48542,726481368393065885,353,3,,35581.0
48543,726481368393065885,374,207,,35581.0
48544,726823411721530449,216,60,,32880.0
48545,726823411721530449,257,4,,32880.0
48546,727255247172210730,12,14,,62241.0
48547,727797044909150748,12,4,,7193.0
48548,727797044909150748,430,88,,7193.0
48549,728156166251600578,12,3,,98609.0
48550,728275398936443351,12,4,50836.0,
48551,728275398936443351,154,140,50836.0,
48552,728341239509271490,12,1,,53713.0
48553,728616601344818321,351,50,,
48554,728632854208815198,12,19,,59276.0
48555,728632854208815198,476,2,,59276.0
48556,728716181990619139,12,23,49178.0,
48557,728750523823294409,12,26,,106681.0
48558,728775517422199518,12,3,,54575.0
48559,728775517422199518,297,15,,54575.0
48560,729181264683161071,12,13,,73300.0
48561,729181264683161071,80,3,,73300.0
48562,729181264683161071,101,157,,73300.0
48563,729743998412467813,12,19,,
48564,729765519171559668,12,8,,92727.0
48565,730171720786323435,12,4,,102526.0
48566,730171720786323435,129,1,,102526.0
48567,730890516203571431,12,3,21362.0,
48568,731047597489108649,12,4,,
48569,731222484388169742,12,7,,58439.0
48570,731731806929652711,12,9,57856.0,
48571,731731806929652711,291,147,57856.0,
48572,732055709886902136,12,39,,91220.0
48573,732055709886902136,372,4,,91220.0
48574,733158390072894554,12,2,,37882.0
48575,733709510493766850,12,1,,32376.0
48576,733709510493766850,15,4,,32376.0
48577,734086852427173093,12,48,30994.0,
48578,734241187336384592,12,5,,102962.0
48579,734331656322796053,12,2,54960.0,
48580,734331656322796053,430,5,54960.0,
48581,734437178831327760,12,16,,23306.0
48582,734455100349541278,12,3,33714.0,
48583,735065540649004518,12,2,49768.0,
48584,735164533556376803,12,10,,81096.0
48585,735172953022956768,12,2,,68477.0
48586,735172953022956768,129,13,,68477.0
48587,735188486136978004,12,71,51059.0,
48588,735188486136978004,265,66,51059.0,
48589,735285342931886832,12,1,,
48590,735559952111621230,12,17,43948.0,
48591,735559952111621230,326,2,43948.0,
48592,735567929189902744,12,41,71701.0,
48593,735584644943253913,12,6,7190.0,
48594,735707584987901979,12,19,,17700.0
48595,735992372479902566,12,1,,10989.0
48596,736649207533362220,12,51,,101042.0
48597,736649207533362220,257,36,,101042.0
48598,736840299209380165,12,12,,89768.0
48599,736840299209380165,257,11,,89768.0
48600,737068190573198164,12,1,11816.0,
48601,737068190573198164,446,19,11816.0,
48602,739000210291897618,217,8,,111140.0
48603,739854758326643019,12,2,,97229.0
48604,739854758326643019,550,53,,97229.0
48605,740303633769106179,12,4,,28948.0
48606,740360453486519153,12,1,59187.0,
48607,740529825541808491,12,1,,62716.0
48608,741904577639465853,12,3,,54775.0
48609,741904577639465853,80,15,,54775.0
48610,741904577639465853,101,5,,54775.0
48611,742041945889873850,450,5,26666.0,
48612,742372225588095232,12,4,,62706.0
48613,742909375326184866,12,17,45985.0,
48614,742909375326184866,257,51,45985.0,
48615,742909375326184866,405,73,45985.0,
48616,743203956217867884,12,2,39712.0,
48617,743203956217867884,150,1,39712.0,
48618,743292802404513077,12,2,47421.0,
48619,743457338078483834,12,3,,5538.0
48620,743457338078483834,510,54,,5538.0
48621,744166425463577155,251,74,63902.0,
48622,744429493862944732,12,9,3990.0,
48623,744660620244004511,12,81,,91697.0
48624,744660620244004511,80,23,,91697.0
48625,744660620244004511,101,5,,91697.0
48626,744660620244004511,124,1,,91697.0
48627,744660620244004511,309,66,,91697.0
48628,744660620244004511,329,5,,91697.0
48629,744834624100708111,308,2,,84709.0
48630,745164637022905072,12,1,,110979.0
48631,745354391314149970,12,2,,21343.0
48632,745811108299395670,12,1,,7354.0
48633,745811108299395670,372,3,,7354.0
48634,746431036444367849,12,111,23845.0,
48635,746518081142147206,12,251,,49065.0
48636,746518756012402085,12,22,50112.0,
48637,747151823937693286,12,37,34391.0,
48638,747412864694182715,12,52,,92666.0
48639,747569444147320535,12,12,,62299.0
48640,747643014609995570,12,2,,59282.0
48641,747643014609995570,297,100,,59282.0
48642,748344898713794644,12,15,,28776.0
48643,748445260600603689,12,9,,106339.0
48644,748445260600603689,403,5,,106339.0
48645,748445260600603689,404,9,,106339.0
48646,748591285313812804,12,2,,91197.0
48647,748701952723079381,12,5,,58598.0
48648,748701952723079381,15,3,,58598.0
48649,749232266312627002,12,27,34636.0,
48650,749232266312627002,80,17,34636.0,
48651,749417735045388890,12,3,,34792.0
48652,749417735045388890,127,175,,34792.0
48653,749973837245226476,12,4,,76851.0
48654,750110488483533283,12,5,,
48655,750292056070125274,12,35,,77448.0
48656,750374213968383036,577,5,,24406.0
48657,750499185408572013,12,84,,31346.0
48658,750617636064143747,12,3,41836.0,
48659,750617636064143747,178,23,41836.0,
48660,750863253163863542,12,1,,26988.0
48661,750864466030475368,12,21,23325.0,
48662,750986830205150061,12,123,,59155.0
48663,750986830205150061,15,1,,59155.0
48664,750986830205150061,449,56,,59155.0
48665,751895246668895119,12,8,,101495.0
48666,751895246668895119,481,69,,101495.0
48667,751986464217135375,12,1,,40997.0
48668,751986464217135375,346,16,,40997.0
48669,752636195103799782,12,2,23135.0,
48670,752636195103799782,273,4,23135.0,
48671,753127206320073551,12,1,,25095.0
48672,754036903243745414,12,23,69860.0,
48673,754198656364886601,12,3,27893.0,
48674,754544762998962674,12,4,39667.0,
48675,754705701050032981,230,7,73885.0,
48676,755150772402460373,12,9,,98233.0
48677,755150772402460373,75,15,,98233.0
48678,755607254148393114,12,13,,52319.0
48679,755607254148393114,548,38,,52319.0
48680,755772167887724190,12,9,22594.0,
48681,756180481667825633,12,13,,
48682,756685555046206939,12,135,,
48683,756685555046206939,233,113,,
48684,756685555046206939,343,2,,
48685,756693148496223533,12,4,,82921.0
48686,758120046596749066,12,9,,15736.0
48687,758495280973478881,12,19,,76428.0
48688,758495280973478881,265,386,,76428.0
48689,758843232588459743,353,173,,67198.0
48690,759215450909118770,12,7,29337.0,
48691,760423333010595441,12,1,1553.0,
48692,760423333010595441,372,151,1553.0,
48693,760547046377377710,12,6,13505.0,
48694,760796639988644727,12,1,,5855.0
48695,760881390196148628,12,2,,
48696,761097568178564820,12,12,12312.0,
48697,761097568178564820,362,1,12312.0,
48698,761097568178564820,388,205,12312.0,
48699,761327285846903453,12,14,28268.0,
48700,761495570765724084,12,2,,104376.0
48701,761775541409256509,12,1,,78403.0
48702,761821983168082668,12,11,,78525.0
48703,763004571654190832,12,25,21607.0,
48704,763380674993890315,12,16,64430.0,
48705,763410460929907549,449,35,53611.0,
48706,763428427783173099,404,21,,29030.0
48707,764228214142562906,441,4,56097.0,
48708,764470450119346718,12,25,62901.0,
48709,764470450119346718,15,207,62901.0,
48710,764470450119346718,421,134,62901.0,
48711,764608786567026298,75,23,,26374.0
48712,764630655361197946,12,6,,67474.0
48713,764630655361197946,101,11,,67474.0
48714,765175147263721440,12,5,,22557.0
48715,765259298545995424,12,1,,84230.0
48716,765259298545995424,236,147,,84230.0
48717,765259298545995424,237,107,,84230.0
48718,765270382274080015,12,1,,
48719,765308845491001902,12,5,52630.0,
48720,765308845491001902,317,539,52630.0,
48721,765946643936485603,12,1,,43702.0
48722,766421017950228252,12,27,,
48723,766421017950228252,267,33,,
